거래 #,타입,날짜 및 시간,신호,가격 USDT,포지션 크기 (수량),포지션 크기 (가치),순손익 KRW,순손익 %,유리한 변동 KRW,유리한 변동 %,불리한 변동 KRW,불리한 변동 %,누적 손익 KRW,누적 손익 %
24,매수 진입,2026-02-19 22:41:30,L_3018,66002.4,0.004,264.0096,2157.04,0.55,2354.21,0.60,-2584.54,-0.66,36595.06,0.73
25,매도 청산,2026-02-20 22:33:00,L_6458,66855.1,0.004,265.728,-2890.68,-0.74,3192.88,0.81,-11147.57,-2.84,31910.83,0.64
25,매도 진입,2026-02-19 23:51:30,S_4534,66432,0.004,265.728,-2890.68,-0.74,3192.88,0.81,-11147.57,-2.84,31910.83,0.64
26,매도 청산,2026-02-20 22:33:00,L_6458,66855.1,0.004,265.9444,-2571.65,-0.66,3513.86,0.89,-10828.54,-2.76,29536.51,0.59
26,매도 진입,2026-02-19 23:53:30,S_4543,66486.1,0.004,265.9444,-2571.65,-0.66,3513.86,0.89,-10828.54,-2.76,29536.51,0.59
27,매도 청산,2026-02-20 22:33:00,L_6458,66855.1,0.004,268.5432,1259.65,0.32,2862.53,0.72,-6997.24,-1.77,30995.42,0.62
27,매도 진입,2026-02-20 04:07:30,S_4482,67135.8,0.004,268.5432,1259.65,0.32,2862.53,0.72,-6997.24,-1.77,30995.42,0.62
28,매도 청산,2026-02-20 22:33:00,L_6458,66855.1,0.004,268.1196,636.36,0.16,833.58,0.21,-7620.53,-1.93,31829.52,0.64
28,매도 진입,2026-02-20 09:13:30,S_5595,67029.9,0.004,268.1196,636.36,0.16,833.58,0.21,-7620.53,-1.93,31829.52,0.64
29,매도 청산,2026-02-20 22:33:00,L_6458,66855.1,0.004,268.7412,1552.76,0.39,1749.98,0.44,-6704.13,-1.69,33580.47,0.67
29,매도 진입,2026-02-20 09:15:00,S_4311,67185.3,0.004,268.7412,1552.76,0.39,1749.98,0.44,-6704.13,-1.69,33580.47,0.67
30,매도 청산,2026-02-20 22:33:00,L_6458,66855.1,0.004,269.2048,2236.23,0.56,2433.45,0.61,-6020.66,-1.52,36015.24,0.72
30,매도 진입,2026-02-20 09:26:30,S_3908,67301.2,0.004,269.2048,2236.23,0.56,2433.45,0.61,-6020.66,-1.52,36015.24,0.72
31,매도 청산,2026-02-20 22:33:00,L_6458,66855.1,0.004,269.4552,2605.38,0.66,2802.61,0.70,-5651.5,-1.42,38819.35,0.78
31,매도 진입,2026-02-20 09:26:30,S_4728,67363.8,0.004,269.4552,2605.38,0.66,2802.61,0.70,-5651.5,-1.42,38819.35,0.78
32,매도 청산,2026-02-20 22:33:00,L_6458,66855.1,0.004,272.5644,7189.16,1.79,7386.38,1.84,-1067.73,-0.27,46209.52,0.92
32,매도 진입,2026-02-20 18:02:30,S_2255,68141.1,0.004,272.5644,7189.16,1.79,7386.38,1.84,-1067.73,-0.27,46209.52,0.92
33,매도 청산,2026-02-20 22:33:00,L_6458,66855.1,0.004,273.0004,7831.94,1.94,8029.16,1.99,-424.95,-0.11,54242.8,1.08
33,매도 진입,2026-02-20 19:08:00,S_1945,68250.1,0.004,273.0004,7831.94,1.94,8029.16,1.99,-424.95,-0.11,54242.8,1.08
34,매도 청산,2026-02-20 22:33:00,L_6458,66855.1,0.004,273.09,7964.03,1.98,8161.26,2.03,-292.85,-0.07,62408.24,1.25
34,매도 진입,2026-02-20 19:08:00,S_6545,68272.5,0.004,273.09,7964.03,1.98,8161.26,2.03,-292.85,-0.07,62408.24,1.25
35,매수 청산,2026-02-21 00:02:00,S_7405,68062.4,0.004,267.4204,6725.06,1.70,6925.85,1.75,-2716.52,-0.69,68936.66,1.38
35,매수 진입,2026-02-20 22:33:00,L_6458,66855.1,0.004,267.4204,6725.06,1.70,6925.85,1.75,-2716.52,-0.69,68936.66,1.38
36,매수 청산,2026-02-21 00:02:00,S_7405,68062.4,0.004,266.6448,7869.65,2.00,8070.43,2.05,-1571.94,-0.40,77002.95,1.54
36,매수 진입,2026-02-20 22:39:00,L_6175,66661.2,0.004,266.6448,7869.65,2.00,8070.43,2.05,-1571.94,-0.40,77002.95,1.54
37,매도 청산,2026-02-21 12:01:30,L_8858,67824.8,0.004,272.2496,998.53,0.25,8863.98,2.21,-1118.82,-0.28,77599.73,1.55
37,매도 진입,2026-02-21 00:02:00,S_7405,68062.4,0.004,272.2496,998.53,0.25,8863.98,2.21,-1118.82,-0.28,77599.73,1.55
38,매도 청산,2026-02-21 12:01:30,L_8858,67824.8,0.004,271.8824,458.28,0.11,2739.46,0.68,-1660.17,-0.41,78258.52,1.57
38,매도 진입,2026-02-21 03:34:00,S_7850,67970.6,0.004,271.8824,458.28,0.11,2739.46,0.68,-1660.17,-0.41,78258.52,1.57
39,매도 청산,2026-02-21 12:01:30,L_8858,67824.8,0.004,272.8568,1891.88,0.47,2464.85,0.61,-223.65,-0.06,80351.64,1.61
39,매도 진입,2026-02-21 08:06:00,S_7181,68214.2,0.004,272.8568,1891.88,0.47,2464.85,0.61,-223.65,-0.06,80351.64,1.61
40,매수 청산,2026-02-21 17:58:00,S_9441,68046.8,0.004,271.2992,907.13,0.23,1107.46,0.28,-2112.1,-0.53,80860.99,1.62
40,매수 진입,2026-02-21 12:01:30,L_8858,67824.8,0.004,271.2992,907.13,0.23,1107.46,0.28,-2112.1,-0.53,80860.99,1.62
41,매수 청산,2026-02-21 17:58:00,S_9441,68046.8,0.004,270.432,2184.29,0.55,2384.62,0.60,-834.94,-0.21,83244.31,1.66
41,매수 진입,2026-02-21 12:41:00,L_8851,67608,0.004,270.432,2184.29,0.55,2384.62,0.60,-834.94,-0.21,83244.31,1.66
