거래 #,타입,날짜 및 시간,신호,가격 USDT,포지션 크기 (수량),포지션 크기 (가치),순손익 KRW,순손익 %,유리한 변동 KRW,유리한 변동 %,불리한 변동 KRW,불리한 변동 %,누적 손익 KRW,누적 손익 %
77,매도 진입,2026-02-23 15:11:00,ICE_S_14853,65205.5,0.004167,271.7113185,-3837.23,-0.96,0,0.00,-8618.65,-2.15,-13219.75,-0.26
78,매도 청산,2026-02-23 23:37:00,ICE_L_15798,65765.6,0.004134,271.734021,-607.6,-0.15,1005.49,0.25,-5351.16,-1.34,-13627.35,-0.27
78,매도 진입,2026-02-23 15:54:30,ICE_S_15041,65731.5,0.004134,271.734021,-607.6,-0.15,1005.49,0.25,-5351.16,-1.34,-13627.35,-0.27
79,매도 청산,2026-02-23 23:37:00,ICE_L_15798,65765.6,0.004122,271.7230644,538.54,0.13,2146.95,0.54,-4191.24,-1.05,-12888.83,-0.26
79,매도 진입,2026-02-23 16:40:00,ICE_S_15225,65920.2,0.004122,271.7230644,538.54,0.13,2146.95,0.54,-4191.24,-1.05,-12888.83,-0.26
80,매도 청산,2026-02-23 23:37:00,ICE_L_15798,65765.6,0.00412,271.735424,750.44,0.19,949.86,0.24,-3977.06,-0.99,-11938.39,-0.24
80,매도 진입,2026-02-23 18:31:30,ICE_S_15500,65955.2,0.00412,271.735424,750.44,0.19,949.86,0.24,-3977.06,-0.99,-11938.39,-0.24
81,매수 청산,2026-02-24 23:52:30,ICE_S_18309,63756.1,0.004131,271.6776936,-12630.1,-3.15,2546.76,0.64,-20693.41,-5.16,-27168.24,-0.54
81,매수 진입,2026-02-23 23:37:00,ICE_L_15798,65765.6,0.004131,271.6776936,-12630.1,-3.15,2546.76,0.64,-20693.41,-5.16,-27168.24,-0.54
82,매수 청산,2026-02-24 23:52:30,ICE_S_18309,63756.1,0.004164,271.7347284,-9614.53,-2.40,2577.24,0.64,-17742.26,-4.43,-36582.78,-0.73
82,매수 진입,2026-02-24 01:07:00,ICE_L_15911,65258.1,0.004164,271.7347284,-9614.53,-2.40,2577.24,0.64,-17742.26,-4.43,-36582.78,-0.73
83,매수 청산,2026-02-24 23:52:30,ICE_S_18309,63756.1,0.00421,271.715505,-5265.43,-1.31,3525.73,0.88,-13482.94,-3.36,-41648.22,-0.83
83,매수 진입,2026-02-24 02:28:30,ICE_L_16349,64540.5,0.00421,271.715505,-5265.43,-1.31,3525.73,0.88,-13482.94,-3.36,-41648.22,-0.83
84,매수 청산,2026-02-24 23:52:30,ICE_S_18309,63756.1,0.004213,271.7031108,-4965.36,-1.24,3831.65,0.96,-13188.73,-3.29,-46413.61,-0.93
84,매수 진입,2026-02-24 02:36:00,ICE_L_14966,64491.6,0.004213,271.7031108,-4965.36,-1.24,3831.65,0.96,-13188.73,-3.29,-46413.61,-0.93
85,매수 청산,2026-02-24 23:52:30,ICE_S_18309,63756.1,0.00422,271.722846,-4336.96,-1.08,4473.8,1.12,-12573.99,-3.14,-50550.58,-1.01
85,매수 진입,2026-02-24 02:37:00,ICE_L_16495,64389.3,0.00422,271.722846,-4336.96,-1.08,4473.8,1.12,-12573.99,-3.14,-50550.58,-1.01
86,매수 청산,2026-02-24 23:52:30,ICE_S_18309,63756.1,0.00421,271.364812,-4748.52,-1.19,642.72,0.16,-12966.03,-3.24,-55099.11,-1.10
86,매수 진입,2026-02-24 10:12:30,ICE_L_17417,64457.2,0.00421,271.364812,-4748.52,-1.19,642.72,0.16,-12966.03,-3.24,-55099.11,-1.10
87,매수 청산,2026-02-24 23:52:30,ICE_S_18309,63756.1,0.004217,271.3129243,-4014.49,-1.00,1385.71,0.35,-12245.67,-3.06,-58913.64,-1.18
87,매수 진입,2026-02-24 10:13:00,ICE_L_17266,64337.9,0.004217,271.3129243,-4014.49,-1.00,1385.71,0.35,-12245.67,-3.06,-58913.64,-1.18
88,매수 청산,2026-02-24 23:52:30,ICE_S_18309,63756.1,0.004219,271.32389,-3842.81,-0.96,1559.96,0.39,-12077.88,-3.02,-62556.48,-1.25
88,매수 진입,2026-02-24 10:13:00,ICE_L_17274,64310,0.004219,271.32389,-3842.81,-0.96,1559.96,0.39,-12077.88,-3.02,-62556.48,-1.25
89,매수 청산,2026-02-24 23:52:30,ICE_S_18309,63756.1,0.004263,271.3327029,277.1,0.07,5736.2,1.43,-8043.87,-2.01,-62079.42,-1.24
89,매수 진입,2026-02-24 10:16:00,ICE_L_16523,63648.3,0.004263,271.3327029,277.1,0.07,5736.2,1.43,-8043.87,-2.01,-62079.42,-1.24
90,매수 청산,2026-02-24 23:52:30,ICE_S_18309,63756.1,0.004267,271.3560247,618.42,0.15,6082.65,1.52,-7710.35,-1.93,-61261.01,-1.23
90,매수 진입,2026-02-24 10:16:00,ICE_L_16838,63594.1,0.004267,271.3560247,618.42,0.15,6082.65,1.52,-7710.35,-1.93,-61261.01,-1.23
91,매수 청산,2026-02-24 23:52:30,ICE_S_18309,63756.1,0.004268,271.3240156,759.55,0.19,6225.07,1.56,-7571.17,-1.89,-60301.48,-1.21
91,매수 진입,2026-02-24 10:16:00,ICE_L_14558,63571.7,0.004268,271.3240156,759.55,0.19,6225.07,1.56,-7571.17,-1.89,-60301.48,-1.21
92,매수 청산,2026-02-24 23:52:30,ICE_S_18309,63756.1,0.004301,271.3432084,3830.92,0.96,4033.02,1.01,-4564.21,-1.14,-56270.58,-1.13
92,매수 진입,2026-02-24 13:13:30,ICE_L_16486,63088.4,0.004301,271.3432084,3830.92,0.96,4033.02,1.01,-4564.21,-1.14,-56270.58,-1.13
93,매수 청산,2026-02-24 23:52:30,ICE_S_18309,63756.1,0.004315,271.354816,5128.82,1.28,5331.57,1.33,-3293.64,-0.82,-50941.77,-1.02
93,매수 진입,2026-02-24 22:02:30,ICE_L_18417,62886.4,0.004315,271.354816,5128.82,1.28,5331.57,1.33,-3293.64,-0.82,-50941.77,-1.02
94,매수 청산,2026-02-24 23:52:30,ICE_S_18309,63756.1,0.004333,271.3597579,6812.26,1.70,7015.86,1.75,-1645.33,-0.41,-43929.52,-0.88
94,매수 진입,2026-02-24 22:32:30,ICE_L_18826,62626.3,0.004333,271.3597579,6812.26,1.70,7015.86,1.75,-1645.33,-0.41,-43929.52,-0.88
95,매도 청산,2026-02-25 13:03:00,ICE_L_20568,65140.7,0.004256,271.3459616,-9036.1,-2.27,2870.82,0.72,-16135.5,-4.06,-54165.45,-1.08
95,매도 진입,2026-02-24 23:52:30,ICE_S_18309,63756.1,0.004256,271.3459616,-9036.1,-2.27,2870.82,0.72,-16135.5,-4.06,-54165.45,-1.08
96,매도 청산,2026-02-25 13:03:00,ICE_L_20568,65140.7,0.004246,271.344876,-8082.9,-2.03,1527.39,0.38,-15165.62,-3.81,-62048.37,-1.24
