거래 #,타입,날짜 및 시간,신호,가격 USDT,포지션 크기 (수량),포지션 크기 (가치),순손익 KRW,순손익 %,유리한 변동 KRW,유리한 변동 %,불리한 변동 KRW,불리한 변동 %,누적 손익 KRW,누적 손익 %
40,매도 청산,2026-02-19 17:32:30,L_9394,66765.6,0.009,602.7291,1835.55,0.21,3821.35,0.43,-4723.82,-0.53,175389.53,3.51
40,매도 진입,2026-02-19 12:59:00,S_8972,66969.9,0.009,602.7291,1835.55,0.21,3821.35,0.43,-4723.82,-0.53,175389.53,3.51
41,매수 청산,2026-02-19 23:51:30,S_10294,66432,0.009,600.8904,-5345.05,-0.60,4829.76,0.54,-16013.61,-1.79,168268.89,3.37
41,매수 진입,2026-02-19 17:32:30,L_9394,66765.6,0.009,600.8904,-5345.05,-0.60,4829.76,0.54,-16013.61,-1.79,168268.89,3.37
42,매수 청산,2026-02-19 23:51:30,S_10294,66432,0.009,599.409,-3145.56,-0.35,423.38,0.05,-13814.12,-1.55,165568.1,3.31
42,매수 진입,2026-02-19 20:50:00,L_9131,66601,0.009,599.409,-3145.56,-0.35,423.38,0.05,-13814.12,-1.55,165568.1,3.31
43,매수 청산,2026-02-19 23:51:30,S_10294,66432,0.009,598.9941,-2529.54,-0.28,1039.4,0.12,-13198.1,-1.48,163483,3.27
43,매수 진입,2026-02-19 20:50:00,L_9376,66554.9,0.009,598.9941,-2529.54,-0.28,1039.4,0.12,-13198.1,-1.48,163483,3.27
44,매수 청산,2026-02-19 23:51:30,S_10294,66432,0.009,597.6513,-535.83,-0.06,3033.11,0.34,-11204.39,-1.26,163390.64,3.27
44,매수 진입,2026-02-19 21:04:00,L_9042,66405.7,0.009,597.6513,-535.83,-0.06,3033.11,0.34,-11204.39,-1.26,163390.64,3.27
45,매수 청산,2026-02-19 23:51:30,S_10294,66432,0.009,596.9205,549.22,0.06,4118.16,0.46,-10119.34,-1.14,164382.78,3.29
45,매수 진입,2026-02-19 21:06:00,L_8736,66324.5,0.009,596.9205,549.22,0.06,4118.16,0.46,-10119.34,-1.14,164382.78,3.29
46,매도 청산,2026-02-20 22:33:00,L_12218,66855.1,0.009,597.888,-6504.04,-0.74,7183.98,0.81,-25082.03,-2.84,156095.56,3.12
46,매도 진입,2026-02-19 23:51:30,S_10294,66432,0.009,597.888,-6504.04,-0.74,7183.98,0.81,-25082.03,-2.84,156095.56,3.12
47,매도 청산,2026-02-20 22:33:00,L_12218,66855.1,0.009,598.3749,-5786.22,-0.66,7906.18,0.89,-24364.22,-2.76,150753.33,3.02
47,매도 진입,2026-02-19 23:53:30,S_10303,66486.1,0.009,598.3749,-5786.22,-0.66,7906.18,0.89,-24364.22,-2.76,150753.33,3.02
48,매도 청산,2026-02-20 22:33:00,L_12218,66855.1,0.009,604.2222,2834.21,0.32,6440.69,0.72,-15743.79,-1.77,154035.88,3.08
