거래 #,타입,날짜 및 시간,신호,가격 USDT,포지션 크기 (수량),포지션 크기 (가치),순손익 KRW,순손익 %,유리한 변동 KRW,유리한 변동 %,불리한 변동 KRW,불리한 변동 %,누적 손익 KRW,누적 손익 %
29,매수 청산,2026-02-19 00:02:00,S_7433,67408.1,0.004,269.034,487.02,0.12,2237.59,0.56,-3615.52,-0.91,36400.71,0.73
29,매수 진입,2026-02-18 20:08:30,L_6539,67258.5,0.004,269.034,487.02,0.12,2237.59,0.56,-3615.52,-0.91,36400.71,0.73
30,매수 청산,2026-02-19 00:02:00,S_7433,67408.1,0.004,268.8492,760.66,0.19,2511.23,0.63,-3341.88,-0.84,37360.32,0.75
30,매수 진입,2026-02-18 20:09:00,L_6701,67212.3,0.004,268.8492,760.66,0.19,2511.23,0.63,-3341.88,-0.84,37360.32,0.75
31,매수 청산,2026-02-19 00:02:00,S_7433,67408.1,0.004,268.7544,901.03,0.23,2651.6,0.67,-3201.5,-0.80,38460.23,0.77
31,매수 진입,2026-02-18 20:09:00,L_6199,67188.6,0.004,268.7544,901.03,0.23,2651.6,0.67,-3201.5,-0.80,38460.23,0.77
32,매도 청산,2026-02-19 03:42:30,L_4794,66515.9,0.004,269.6324,4885.41,1.22,5082.3,1.27,-5629.35,-1.41,42742.29,0.85
32,매도 진입,2026-02-19 00:02:00,S_7433,67408.1,0.004,269.6324,4885.41,1.22,5082.3,1.27,-5629.35,-1.41,42742.29,0.85
33,매도 청산,2026-02-19 03:42:30,L_4794,66515.9,0.004,270.8976,6756.97,1.68,6953.86,1.73,-3757.79,-0.94,49699.72,0.99
33,매도 진입,2026-02-19 00:37:00,S_7404,67724.4,0.004,270.8976,6756.97,1.68,6953.86,1.73,-3757.79,-0.94,49699.72,0.99
34,매도 청산,2026-02-19 03:42:30,L_4794,66515.9,0.004,271.5776,7762.87,1.93,7959.75,1.98,-2751.9,-0.68,57663.55,1.15
34,매도 진입,2026-02-19 00:37:30,S_7418,67894.4,0.004,271.5776,7762.87,1.93,7959.75,1.98,-2751.9,-0.68,57663.55,1.15
35,매도 청산,2026-02-19 03:42:30,L_4794,66515.9,0.004,272.8736,9679.99,2.40,9876.87,2.44,-834.77,-0.21,67545.46,1.35
35,매도 진입,2026-02-19 00:40:30,S_7013,68218.4,0.004,272.8736,9679.99,2.40,9876.87,2.44,-834.77,-0.21,67545.46,1.35
36,매수 청산,2026-02-19 11:17:00,S_8394,66874.3,0.004,266.0636,1732.09,0.44,1930.58,0.49,-4277.54,-1.09,68293.6,1.37
36,매수 진입,2026-02-19 03:42:30,L_4794,66515.9,0.004,266.0636,1732.09,0.44,1930.58,0.49,-4277.54,-1.09,68293.6,1.37
37,매수 청산,2026-02-19 11:17:00,S_8394,66874.3,0.02,1329.67,9622.57,0.49,10614.99,0.54,-20428.19,-1.04,78900.13,1.58
37,매수 진입,2026-02-19 03:42:30,L_5111,66483.5,0.02,1329.67,9622.57,0.49,10614.99,0.54,-20428.19,-1.04,78900.13,1.58
38,매도 청산,2026-02-19 17:32:30,L_9394,66765.6,0.004,267.4972,248.6,0.06,1352.59,0.34,-2666.67,-0.67,78949.96,1.58
38,매도 진입,2026-02-19 11:17:00,S_8394,66874.3,0.004,267.4972,248.6,0.06,1352.59,0.34,-2666.67,-0.67,78949.96,1.58
39,매도 청산,2026-02-19 17:32:30,L_9394,66765.6,0.004,267.8796,815.8,0.21,1698.38,0.43,-2099.47,-0.53,79964.53,1.60
39,매도 진입,2026-02-19 12:59:00,S_8972,66969.9,0.004,267.8796,815.8,0.21,1698.38,0.43,-2099.47,-0.53,79964.53,1.60
40,매수 청산,2026-02-19 23:51:30,S_10294,66432,0.004,267.0624,-2375.58,-0.60,2146.56,0.54,-7117.16,-1.79,76211.27,1.52
40,매수 진입,2026-02-19 17:32:30,L_9394,66765.6,0.004,267.0624,-2375.58,-0.60,2146.56,0.54,-7117.16,-1.79,76211.27,1.52
41,매수 청산,2026-02-19 23:51:30,S_10294,66432,0.004,266.404,-1398.03,-0.35,188.17,0.05,-6139.61,-1.55,75010.91,1.50
41,매수 진입,2026-02-19 20:50:00,L_9131,66601,0.004,266.404,-1398.03,-0.35,188.17,0.05,-6139.61,-1.55,75010.91,1.50
42,매수 청산,2026-02-19 23:51:30,S_10294,66432,0.004,266.2196,-1124.24,-0.28,461.95,0.12,-5865.82,-1.48,74084.2,1.48
42,매수 진입,2026-02-19 20:50:00,L_9376,66554.9,0.004,266.2196,-1124.24,-0.28,461.95,0.12,-5865.82,-1.48,74084.2,1.48
43,매수 청산,2026-02-19 23:51:30,S_10294,66432,0.004,265.6228,-238.15,-0.06,1348.05,0.34,-4979.73,-1.26,74043.16,1.48
43,매수 진입,2026-02-19 21:04:00,L_9042,66405.7,0.004,265.6228,-238.15,-0.06,1348.05,0.34,-4979.73,-1.26,74043.16,1.48
44,매수 청산,2026-02-19 23:51:30,S_10294,66432,0.004,265.298,244.1,0.06,1830.29,0.46,-4497.48,-1.14,74484.1,1.49
44,매수 진입,2026-02-19 21:06:00,L_8736,66324.5,0.004,265.298,244.1,0.06,1830.29,0.46,-4497.48,-1.14,74484.1,1.49
45,매수 청산,2026-02-19 23:51:30,S_10294,66432,0.004,264.8336,933.61,0.24,1130.78,0.29,-3807.97,-0.97,75614.22,1.51
45,매수 진입,2026-02-19 22:06:00,L_9011,66208.4,0.004,264.8336,933.61,0.24,1130.78,0.29,-3807.97,-0.97,75614.22,1.51
46,매수 청산,2026-02-19 23:51:30,S_10294,66432,0.004,264.3284,1683.7,0.43,1880.87,0.48,-3057.88,-0.78,77494.05,1.55
46,매수 진입,2026-02-19 22:39:00,L_8333,66082.1,0.004,264.3284,1683.7,0.43,1880.87,0.48,-3057.88,-0.78,77494.05,1.55
47,매수 청산,2026-02-19 23:51:30,S_10294,66432,0.004,264.0096,2157.04,0.55,2354.21,0.60,-2584.54,-0.66,79846.99,1.60
47,매수 진입,2026-02-19 22:41:30,L_8778,66002.4,0.004,264.0096,2157.04,0.55,2354.21,0.60,-2584.54,-0.66,79846.99,1.60
48,매도 청산,2026-02-20 22:33:00,L_12218,66855.1,0.004,265.728,-2890.68,-0.74,3192.88,0.81,-11147.57,-2.84,75162.77,1.50
48,매도 진입,2026-02-19 23:51:30,S_10294,66432,0.004,265.728,-2890.68,-0.74,3192.88,0.81,-11147.57,-2.84,75162.77,1.50
49,매도 청산,2026-02-20 22:33:00,L_12218,66855.1,0.004,265.9444,-2571.65,-0.66,3513.86,0.89,-10828.54,-2.76,72788.45,1.46
49,매도 진입,2026-02-19 23:53:30,S_10303,66486.1,0.004,265.9444,-2571.65,-0.66,3513.86,0.89,-10828.54,-2.76,72788.45,1.46
50,매도 청산,2026-02-20 22:33:00,L_12218,66855.1,0.004,268.5432,1259.65,0.32,2862.53,0.72,-6997.24,-1.77,74247.35,1.48
50,매도 진입,2026-02-20 04:07:30,S_10242,67135.8,0.004,268.5432,1259.65,0.32,2862.53,0.72,-6997.24,-1.77,74247.35,1.48
51,매도 청산,2026-02-20 22:33:00,L_12218,66855.1,0.004,268.1196,636.36,0.16,833.58,0.21,-7620.53,-1.93,75081.45,1.50
51,매도 진입,2026-02-20 09:13:30,S_11355,67029.9,0.004,268.1196,636.36,0.16,833.58,0.21,-7620.53,-1.93,75081.45,1.50
52,매도 청산,2026-02-20 22:33:00,L_12218,66855.1,0.004,268.7412,1552.76,0.39,1749.98,0.44,-6704.13,-1.69,76832.41,1.54
52,매도 진입,2026-02-20 09:15:00,S_10071,67185.3,0.004,268.7412,1552.76,0.39,1749.98,0.44,-6704.13,-1.69,76832.41,1.54
53,매도 청산,2026-02-20 22:33:00,L_12218,66855.1,0.004,269.2048,2236.23,0.56,2433.45,0.61,-6020.66,-1.52,79267.17,1.59
53,매도 진입,2026-02-20 09:26:30,S_9668,67301.2,0.004,269.2048,2236.23,0.56,2433.45,0.61,-6020.66,-1.52,79267.17,1.59
54,매도 청산,2026-02-20 22:33:00,L_12218,66855.1,0.004,269.4552,2605.38,0.66,2802.61,0.70,-5651.5,-1.42,82071.28,1.64
54,매도 진입,2026-02-20 09:26:30,S_10488,67363.8,0.004,269.4552,2605.38,0.66,2802.61,0.70,-5651.5,-1.42,82071.28,1.64
55,매도 청산,2026-02-20 22:33:00,L_12218,66855.1,0.004,272.5644,7189.16,1.79,7386.38,1.84,-1067.73,-0.27,89461.46,1.79
55,매도 진입,2026-02-20 18:02:30,S_8015,68141.1,0.004,272.5644,7189.16,1.79,7386.38,1.84,-1067.73,-0.27,89461.46,1.79
56,매도 청산,2026-02-20 22:33:00,L_12218,66855.1,0.004,273.0004,7831.94,1.94,8029.16,1.99,-424.95,-0.11,97494.73,1.95
56,매도 진입,2026-02-20 19:08:00,S_7705,68250.1,0.004,273.0004,7831.94,1.94,8029.16,1.99,-424.95,-0.11,97494.73,1.95
57,매도 청산,2026-02-20 22:33:00,L_12218,66855.1,0.004,273.09,7964.03,1.98,8161.26,2.03,-292.85,-0.07,105660.17,2.11
57,매도 진입,2026-02-20 19:08:00,S_12305,68272.5,0.004,273.09,7964.03,1.98,8161.26,2.03,-292.85,-0.07,105660.17,2.11
58,매수 청산,2026-02-21 00:02:00,S_13165,68062.4,0.004,267.4204,6725.06,1.70,6925.85,1.75,-2716.52,-0.69,112188.59,2.24
58,매수 진입,2026-02-20 22:33:00,L_12218,66855.1,0.004,267.4204,6725.06,1.70,6925.85,1.75,-2716.52,-0.69,112188.59,2.24
59,매수 청산,2026-02-21 00:02:00,S_13165,68062.4,0.004,266.6448,7869.65,2.00,8070.43,2.05,-1571.94,-0.40,120254.88,2.41
59,매수 진입,2026-02-20 22:39:00,L_11935,66661.2,0.004,266.6448,7869.65,2.00,8070.43,2.05,-1571.94,-0.40,120254.88,2.41
60,매도 청산,2026-02-21 12:01:30,L_14618,67824.8,0.004,272.2496,998.53,0.25,8863.98,2.21,-1118.82,-0.28,120851.66,2.42
60,매도 진입,2026-02-21 00:02:00,S_13165,68062.4,0.004,272.2496,998.53,0.25,8863.98,2.21,-1118.82,-0.28,120851.66,2.42
61,매도 청산,2026-02-21 12:01:30,L_14618,67824.8,0.004,271.8824,458.28,0.11,2739.46,0.68,-1660.17,-0.41,121510.46,2.43
61,매도 진입,2026-02-21 03:34:00,S_13610,67970.6,0.004,271.8824,458.28,0.11,2739.46,0.68,-1660.17,-0.41,121510.46,2.43
62,매도 청산,2026-02-21 12:01:30,L_14618,67824.8,0.004,272.8568,1891.88,0.47,2464.85,0.61,-223.65,-0.06,123603.57,2.47
62,매도 진입,2026-02-21 08:06:00,S_12941,68214.2,0.004,272.8568,1891.88,0.47,2464.85,0.61,-223.65,-0.06,123603.57,2.47
63,매수 청산,2026-02-21 17:58:00,S_15201,68046.8,0.004,271.2992,907.13,0.23,1107.46,0.28,-2112.1,-0.53,124112.92,2.48
63,매수 진입,2026-02-21 12:01:30,L_14618,67824.8,0.004,271.2992,907.13,0.23,1107.46,0.28,-2112.1,-0.53,124112.92,2.48
64,매수 청산,2026-02-21 17:58:00,S_15201,68046.8,0.004,270.432,2184.29,0.55,2384.62,0.60,-834.94,-0.21,126496.25,2.53
64,매수 진입,2026-02-21 12:41:00,L_14611,67608,0.004,270.432,2184.29,0.55,2384.62,0.60,-834.94,-0.21,126496.25,2.53
65,매수 청산,2026-02-21 17:58:00,S_15201,68046.8,0.004,270.0244,2784.57,0.70,2984.9,0.75,-234.65,-0.06,129479.56,2.59
65,매수 진입,2026-02-21 12:41:00,L_14128,67506.1,0.004,270.0244,2784.57,0.70,2984.9,0.75,-234.65,-0.06,129479.56,2.59
66,매도 청산,2026-02-22 05:59:00,L_16609,68132.6,0.004,272.1872,-906.1,-0.23,735.27,0.18,-3962.76,-0.99,127162.65,2.54
66,매도 진입,2026-02-21 17:58:00,S_15201,68046.8,0.004,272.1872,-906.1,-0.23,735.27,0.18,-3962.76,-0.99,127162.65,2.54
67,매도 청산,2026-02-22 05:59:00,L_16609,68132.6,0.004,272.4136,-573.01,-0.14,52.1,0.01,-3629.67,-0.90,126790.13,2.54
67,매도 진입,2026-02-21 21:49:00,S_15870,68103.4,0.004,272.4136,-573.01,-0.14,52.1,0.01,-3629.67,-0.90,126790.13,2.54
68,매도 청산,2026-02-22 05:59:00,L_16609,68132.6,0.004,273.4472,947.69,0.24,1572.8,0.39,-2108.97,-0.52,127939.08,2.56
68,매도 진입,2026-02-21 23:20:30,S_6972,68361.8,0.004,273.4472,947.69,0.24,1572.8,0.39,-2108.97,-0.52,127939.08,2.56
69,매도 청산,2026-02-22 05:59:00,L_16609,68132.6,0.004,273.5792,1141.9,0.28,1767,0.44,-1914.76,-0.48,129282.33,2.59
69,매도 진입,2026-02-21 23:20:30,S_7967,68394.8,0.004,273.5792,1141.9,0.28,1767,0.44,-1914.76,-0.48,129282.33,2.59
70,매도 청산,2026-02-22 05:59:00,L_16609,68132.6,0.004,274.0612,1851.05,0.46,2476.15,0.61,-1205.61,-0.30,131335.1,2.63
70,매도 진입,2026-02-21 23:21:30,S_4625,68515.3,0.004,274.0612,1851.05,0.46,2476.15,0.61,-1205.61,-0.30,131335.1,2.63
71,매도 청산,2026-02-22 05:59:00,L_16609,68132.6,0.004,274.3116,2219.45,0.55,2844.56,0.70,-837.21,-0.21,133756.44,2.68
71,매도 진입,2026-02-21 23:21:30,S_4449,68577.9,0.004,274.3116,2219.45,0.55,2844.56,0.70,-837.21,-0.21,133756.44,2.68
72,매도 청산,2026-02-22 05:59:00,L_16609,68132.6,0.004,274.4048,2356.57,0.58,2981.68,0.74,-700.09,-0.17,136314.97,2.73
72,매도 진입,2026-02-21 23:21:30,S_4440,68601.2,0.004,274.4048,2356.57,0.58,2981.68,0.74,-700.09,-0.17,136314.97,2.73
73,매도 청산,2026-02-22 05:59:00,L_16609,68132.6,0.004,274.6484,2714.97,0.67,3340.08,0.83,-341.69,-0.08,139232.08,2.78
73,매도 진입,2026-02-22 00:43:00,S_4001,68662.1,0.004,274.6484,2714.97,0.67,3340.08,0.83,-341.69,-0.08,139232.08,2.78
74,매수 청산,2026-02-22 15:27:00,S_17983,68036.1,0.004,272.5304,-968.55,-0.24,1484.56,0.37,-2392.96,-0.60,137463.73,2.75
74,매수 진입,2026-02-22 05:59:00,L_16609,68132.6,0.004,272.5304,-968.55,-0.24,1484.56,0.37,-2392.96,-0.60,137463.73,2.75
75,매수 청산,2026-02-22 15:27:00,S_17983,68036.1,0.004,272.3216,-661.25,-0.16,455.64,0.11,-2085.66,-0.52,137002.92,2.74
75,매수 진입,2026-02-22 07:42:30,L_16531,68080.4,0.004,272.3216,-661.25,-0.16,455.64,0.11,-2085.66,-0.52,137002.92,2.74
76,매수 청산,2026-02-22 15:27:00,S_17983,68036.1,0.004,271.81,91.69,0.02,1208.58,0.30,-1332.72,-0.33,137294.66,2.75
76,매수 진입,2026-02-22 07:43:00,L_15962,67952.5,0.004,271.81,91.69,0.02,1208.58,0.30,-1332.72,-0.33,137294.66,2.75
77,매수 청산,2026-02-22 15:27:00,S_17983,68036.1,0.004,271.1268,1097.31,0.27,2214.2,0.55,-327.1,-0.08,138591.39,2.77
77,매수 진입,2026-02-22 09:25:30,L_16152,67781.7,0.004,271.1268,1097.31,0.27,2214.2,0.55,-327.1,-0.08,138591.39,2.77
78,매수 청산,2026-02-22 15:27:00,S_17983,68036.1,0.004,271.7816,133.62,0.03,450.88,0.11,-1055.43,-0.26,138924.9,2.78
78,매수 진입,2026-02-22 11:41:00,L_17505,67945.4,0.004,271.7816,133.62,0.03,450.88,0.11,-1055.43,-0.26,138924.9,2.78
79,매도 청산,2026-02-22 17:23:00,L_18018,67952.9,0.004,272.1444,89.47,0.02,289.39,0.07,-908.6,-0.23,139014.38,2.78
79,매도 진입,2026-02-22 15:27:00,S_17983,68036.1,0.004,272.1444,89.47,0.02,289.39,0.07,-908.6,-0.23,139014.38,2.78
80,매수 청산,2026-02-23 06:38:30,S_19511,67550,0.004,271.8116,-2769.31,-0.69,1383.47,0.35,-5146.6,-1.29,134252.73,2.69
80,매수 진입,2026-02-22 17:23:00,L_18018,67952.9,0.004,271.8116,-2769.31,-0.69,1383.47,0.35,-5146.6,-1.29,134252.73,2.69
81,매수 청산,2026-02-23 06:38:30,S_19511,67550,0.004,272.1632,-3286.78,-0.82,0,0.00,-5664.06,-1.41,131166.14,2.62
81,매수 진입,2026-02-22 21:05:30,L_18725,68040.8,0.004,272.1632,-3286.78,-0.82,0,0.00,-5664.06,-1.41,131166.14,2.62
82,매수 청산,2026-02-23 06:38:30,S_19511,67550,0.004,271.9924,-3035.4,-0.76,225.36,0.06,-5412.69,-1.35,128330.78,2.57
82,매수 진입,2026-02-22 21:06:30,L_18620,67998.1,0.004,271.9924,-3035.4,-0.76,225.36,0.06,-5412.69,-1.35,128330.78,2.57
83,매수 청산,2026-02-23 06:38:30,S_19511,67550,0.004,271.466,-2260.68,-0.57,638.22,0.16,-4637.96,-1.16,126269.77,2.53
83,매수 진입,2026-02-22 21:44:30,L_18549,67866.5,0.004,271.466,-2260.68,-0.57,638.22,0.16,-4637.96,-1.16,126269.77,2.53
84,매수 청산,2026-02-23 06:38:30,S_19511,67550,0.004,271.4276,-2204.17,-0.55,694.73,0.17,-4581.45,-1.15,124265.23,2.49
84,매수 진입,2026-02-22 21:44:30,L_18397,67856.9,0.004,271.4276,-2204.17,-0.55,694.73,0.17,-4581.45,-1.15,124265.23,2.49
85,매수 청산,2026-02-23 06:38:30,S_19511,67550,0.004,271.2588,-1955.74,-0.49,9.37,0.00,-4333.02,-1.09,122509.01,2.45
85,매수 진입,2026-02-22 22:33:30,L_18392,67814.7,0.004,271.2588,-1955.74,-0.49,9.37,0.00,-4333.02,-1.09,122509.01,2.45
86,매수 청산,2026-02-23 06:38:30,S_19511,67550,0.004,270.7132,-1152.76,-0.29,556.4,0.14,-3530.04,-0.89,121555.35,2.43
86,매수 진입,2026-02-22 22:35:30,L_15951,67678.3,0.004,270.7132,-1152.76,-0.29,556.4,0.14,-3530.04,-0.89,121555.35,2.43
87,매수 청산,2026-02-23 06:38:30,S_19511,67550,0.004,270.2156,-420.42,-0.11,1288.73,0.32,-2797.71,-0.70,121333.67,2.43
87,매수 진입,2026-02-22 22:41:00,L_15005,67553.9,0.004,270.2156,-420.42,-0.11,1288.73,0.32,-2797.71,-0.70,121333.67,2.43
88,매수 청산,2026-02-23 06:38:30,S_19511,67550,0.004,270.1772,-363.91,-0.09,1345.25,0.34,-2741.19,-0.69,121168.48,2.42
88,매수 진입,2026-02-22 22:41:00,L_15527,67544.3,0.004,270.1772,-363.91,-0.09,1345.25,0.34,-2741.19,-0.69,121168.48,2.42
89,매수 청산,2026-02-23 06:38:30,S_19511,67550,0.004,269.9756,-67.21,-0.02,1641.95,0.41,-2444.49,-0.62,121299.84,2.43
