거래 #,타입,날짜 및 시간,신호,가격 USDT,포지션 크기 (수량),포지션 크기 (가치),순손익 KRW,순손익 %,유리한 변동 KRW,유리한 변동 %,불리한 변동 KRW,불리한 변동 %,누적 손익 KRW,누적 손익 %
59,매도 진입,2026-02-20 02:17:30,ICE_S_10644,66876.9,0.00403,269.513907,-2790.12,-0.70,4251.92,1.06,-8587.91,-2.16,108575.58,2.17
60,매도 청산,2026-02-20 20:59:30,ICE_L_12834,67279,0.004029,271.1686218,-250.14,-0.06,1143.67,0.29,-6046.49,-1.51,108525.43,2.17
60,매도 진입,2026-02-20 09:26:30,ICE_S_10411,67304.2,0.004029,271.1686218,-250.14,-0.06,1143.67,0.29,-6046.49,-1.51,108525.43,2.17
61,매도 청산,2026-02-20 20:59:30,ICE_L_12834,67279,0.004013,271.1475749,1307.41,0.33,1506.53,0.38,-4465.92,-1.12,110032.81,2.20
61,매도 진입,2026-02-20 14:32:00,ICE_S_10864,67567.3,0.004013,271.1475749,1307.41,0.33,1506.53,0.38,-4465.92,-1.12,110032.81,2.20
62,매도 청산,2026-02-20 20:59:30,ICE_L_12834,67279,0.003998,271.1575534,2811.41,0.70,3009.79,0.75,-2940.34,-0.73,113044.2,2.26
62,매도 진입,2026-02-20 14:34:30,ICE_S_11559,67823.3,0.003998,271.1575534,2811.41,0.70,3009.79,0.75,-2940.34,-0.73,113044.2,2.26
63,매도 청산,2026-02-20 20:59:30,ICE_L_12834,67279,0.003993,271.1318874,3270,0.82,3468.13,0.87,-2474.55,-0.62,116514.16,2.33
63,매도 진입,2026-02-20 14:35:00,ICE_S_11935,67901.8,0.003993,271.1318874,3270,0.82,3468.13,0.87,-2474.55,-0.62,116514.16,2.33
64,매수 청산,2026-02-21 07:24:30,ICE_S_14128,67981.7,0.00403,271.13437,3775.01,0.94,4526.91,1.13,-5257.92,-1.31,119689.26,2.39
64,매수 진입,2026-02-20 20:59:30,ICE_L_12834,67279,0.00403,271.13437,3775.01,0.94,4526.91,1.13,-5257.92,-1.31,119689.26,2.39
65,매수 청산,2026-02-21 07:24:30,ICE_S_14128,67981.7,0.004035,271.1281935,4285.24,1.07,5038.07,1.26,-4758.9,-1.19,124174.46,2.48
65,매수 진입,2026-02-20 22:01:30,ICE_L_12305,67194.1,0.004035,271.1281935,4285.24,1.07,5038.07,1.26,-4758.9,-1.19,124174.46,2.48
66,매수 청산,2026-02-21 07:24:30,ICE_S_14128,67981.7,0.004056,271.129404,6388.14,1.60,7144.88,1.79,-2703.08,-0.68,130762.56,2.62
66,매수 진입,2026-02-20 22:33:00,ICE_L_12941,66846.5,0.004056,271.129404,6388.14,1.60,7144.88,1.79,-2703.08,-0.68,130762.56,2.62
67,매수 청산,2026-02-21 07:24:30,ICE_S_14128,67981.7,0.004081,271.1844905,8812.41,2.20,9573.82,2.39,-334.83,-0.08,139774.97,2.80
67,매수 진입,2026-02-20 22:41:00,ICE_L_12933,66450.5,0.004081,271.1844905,8812.41,2.20,9573.82,2.39,-334.83,-0.08,139774.97,2.80
68,매도 청산,2026-02-22 07:43:00,ICE_L_16912,68063.2,0.003989,271.1790013,-878.37,-0.22,2628.46,0.66,-4334.33,-1.09,136896.81,2.74
68,매도 진입,2026-02-21 07:24:30,ICE_S_14128,67981.7,0.003989,271.1790013,-878.37,-0.22,2628.46,0.66,-4334.33,-1.09,136896.81,2.74
69,매도 청산,2026-02-22 07:43:00,ICE_L_16912,68063.2,0.003995,271.725518,-675.33,-0.17,555.67,0.14,-4136.49,-1.03,136421.48,2.73
69,매도 진입,2026-02-21 17:57:00,ICE_S_15005,68016.4,0.003995,271.725518,-675.33,-0.17,555.67,0.14,-4136.49,-1.03,136421.48,2.73
70,매도 청산,2026-02-22 07:43:00,ICE_L_16912,68063.2,0.003991,271.7000962,-311.78,-0.08,917.99,0.23,-3769.47,-0.94,136309.67,2.73
70,매도 진입,2026-02-21 18:16:00,ICE_S_14618,68078.2,0.003991,271.7000962,-311.78,-0.08,917.99,0.23,-3769.47,-0.94,136309.67,2.73
71,매도 청산,2026-02-22 07:43:00,ICE_L_16912,68063.2,0.003985,271.720413,319.55,0.08,1547.47,0.39,-3132.95,-0.78,136829.2,2.74
71,매도 진입,2026-02-21 18:21:00,ICE_S_14611,68185.8,0.003985,271.720413,319.55,0.08,1547.47,0.39,-3132.95,-0.78,136829.2,2.74
72,매도 청산,2026-02-22 07:43:00,ICE_L_16912,68063.2,0.003978,271.7355888,1043.55,0.26,1258.64,0.31,-2402.88,-0.60,138072.75,2.76
72,매도 진입,2026-02-21 23:20:30,ICE_S_14217,68309.6,0.003978,271.7355888,1043.55,0.26,1258.64,0.31,-2402.88,-0.60,138072.75,2.76
73,매도 청산,2026-02-22 07:43:00,ICE_L_16912,68063.2,0.003977,271.7014814,1093.61,0.27,1308.64,0.33,-2351.96,-0.59,139366.33,2.79
73,매도 진입,2026-02-21 23:20:30,ICE_S_15962,68318.2,0.003977,271.7014814,1093.61,0.27,1308.64,0.33,-2351.96,-0.59,139366.33,2.79
74,매도 청산,2026-02-22 07:43:00,ICE_L_16912,68063.2,0.00397,271.715534,1815.96,0.45,2030.61,0.51,-1623.54,-0.41,141382.28,2.83
74,매도 진입,2026-02-21 23:20:30,ICE_S_15951,68442.2,0.00397,271.715534,1815.96,0.45,2030.61,0.51,-1623.54,-0.41,141382.28,2.83
75,매도 청산,2026-02-22 07:43:00,ICE_L_16912,68063.2,0.003962,271.6858298,2574.17,0.64,2788.39,0.70,-858.4,-0.21,144156.4,2.88
75,매도 진입,2026-02-21 23:21:30,ICE_S_5111,68572.9,0.003962,271.6858298,2574.17,0.64,2788.39,0.70,-858.4,-0.21,144156.4,2.88
76,매도 청산,2026-02-22 07:43:00,ICE_L_16912,68063.2,0.00396,271.698768,2793.68,0.70,3007.79,0.75,-637.15,-0.16,147150.06,2.94
76,매도 진입,2026-02-21 23:21:30,ICE_S_15527,68610.8,0.00396,271.698768,2793.68,0.70,3007.79,0.75,-637.15,-0.16,147150.06,2.94
77,매도 청산,2026-02-22 07:43:00,ICE_L_16912,68063.2,0.00396,271.706688,2805.33,0.70,3019.45,0.75,-625.5,-0.16,150155.36,3.00
77,매도 진입,2026-02-21 23:21:30,ICE_S_12218,68612.8,0.00396,271.706688,2805.33,0.70,3019.45,0.75,-625.5,-0.16,150155.36,3.00
78,매도 청산,2026-02-22 07:43:00,ICE_L_16912,68063.2,0.00396,271.69362,2786.11,0.70,2984.48,0.75,-355.02,-0.09,153141.44,3.06
78,매도 진입,2026-02-22 03:55:00,ICE_S_16531,68609.5,0.00396,271.69362,2786.11,0.70,2984.48,0.75,-355.02,-0.09,153141.44,3.06
79,매수 청산,2026-02-22 15:27:00,ICE_S_18018,68053.4,0.003992,271.7082944,-457.34,-0.11,555.78,0.14,-1980.44,-0.50,150097.86,3.00
79,매수 진입,2026-02-22 07:43:00,ICE_L_16912,68063.2,0.003992,271.7082944,-457.34,-0.11,555.78,0.14,-1980.44,-0.50,150097.86,3.00
80,매수 청산,2026-02-22 15:27:00,ICE_S_18018,68053.4,0.047727,3242.209655,3719.82,0.08,15832.3,0.33,-14489.85,-0.30,156203.94,3.12
80,매수 진입,2026-02-22 07:43:00,ICE_L_17113,67932.4,0.047727,3242.209655,3719.82,0.08,15832.3,0.33,-14489.85,-0.30,156203.94,3.12
81,매수 청산,2026-02-22 15:27:00,ICE_S_18018,68053.4,0.004006,271.7153626,933.05,0.23,1949.72,0.49,-595.39,-0.15,157336.97,3.15
81,매수 진입,2026-02-22 07:58:30,ICE_L_15870,67827.1,0.004006,271.7153626,933.05,0.23,1949.72,0.49,-595.39,-0.15,157336.97,3.15
82,매도 청산,2026-02-22 22:35:30,ICE_L_17983,67732.9,0.003995,271.873333,1484.48,0.37,1683.5,0.42,-1190.77,-0.30,158421.48,3.17
82,매도 진입,2026-02-22 15:27:00,ICE_S_18018,68053.4,0.003995,271.873333,1484.48,0.37,1683.5,0.42,-1190.77,-0.30,158421.48,3.17
83,매도 청산,2026-02-22 22:35:30,ICE_L_17983,67732.9,0.003991,271.922794,1955.94,0.49,2154.76,0.54,-716.63,-0.18,160577.42,3.21
83,매도 진입,2026-02-22 20:02:00,ICE_S_18397,68134,0.003991,271.922794,1955.94,0.49,2154.76,0.54,-716.63,-0.18,160577.42,3.21
84,매도 청산,2026-02-22 22:35:30,ICE_L_17983,67732.9,0.00399,271.882989,1997.1,0.50,2195.87,0.55,-674.8,-0.17,162774.5,3.26
84,매도 진입,2026-02-22 20:02:00,ICE_S_18392,68141.1,0.00399,271.882989,1997.1,0.50,2195.87,0.55,-674.8,-0.17,162774.5,3.26
85,매수 청산,2026-02-23 07:22:00,ICE_S_19899,67614.3,0.004014,271.8798606,-1099.87,-0.27,235.79,0.06,-3864.95,-0.97,159082.47,3.18
85,매수 진입,2026-02-22 22:35:30,ICE_L_17983,67732.9,0.004014,271.8798606,-1099.87,-0.27,235.79,0.06,-3864.95,-0.97,159082.47,3.18
86,매수 청산,2026-02-23 07:22:00,ICE_S_19899,67614.3,0.015993,1082.54378,-3339.51,-0.21,1982.17,0.12,-14356.43,-0.90,156539.17,3.13
86,매수 진입,2026-02-22 22:35:30,ICE_L_18768,67688.6,0.015993,1082.54378,-3339.51,-0.21,1982.17,0.12,-14356.43,-0.90,156539.17,3.13
87,매수 청산,2026-02-23 07:22:00,ICE_S_19899,67614.3,0.015993,1082.379052,-3097.07,-0.19,2224.61,0.14,-14113.99,-0.89,154238.19,3.08
87,매수 진입,2026-02-22 22:35:30,ICE_L_16375,67678.3,0.015993,1082.379052,-3097.07,-0.19,2224.61,0.14,-14113.99,-0.89,154238.19,3.08
88,매수 청산,2026-02-23 07:22:00,ICE_S_19899,67614.3,0.004026,271.8914814,75.96,0.02,1415.61,0.35,-2697.39,-0.67,154514.12,3.09
88,매수 진입,2026-02-22 22:41:00,ICE_L_18746,67533.9,0.004026,271.8914814,75.96,0.02,1415.61,0.35,-2697.39,-0.67,154514.12,3.09
89,매수 청산,2026-02-23 07:22:00,ICE_S_19899,67614.3,0.004028,271.877916,294.74,0.07,1635.06,0.41,-2479.98,-0.62,155008.83,3.10
89,매수 진입,2026-02-22 23:04:30,ICE_L_16337,67497,0.004028,271.877916,294.74,0.07,1635.06,0.41,-2479.98,-0.62,155008.83,3.10
90,매수 청산,2026-02-23 07:22:00,ICE_S_19899,67614.3,0.004029,271.9006911,360.64,0.09,1701.29,0.43,-2414.78,-0.60,155569.45,3.11
90,매수 진입,2026-02-22 23:04:30,ICE_L_15201,67485.9,0.004029,271.9006911,360.64,0.09,1701.29,0.43,-2414.78,-0.60,155569.45,3.11
91,매수 청산,2026-02-23 07:22:00,ICE_S_19899,67614.3,0.004036,271.8685924,1103.75,0.28,2446.74,0.61,-1676.48,-0.42,156873.17,3.14
91,매수 진입,2026-02-22 23:43:30,ICE_L_18816,67360.9,0.004036,271.8685924,1103.75,0.28,2446.74,0.61,-1676.48,-0.42,156873.17,3.14
